|_unit_id|_created_at|_golden|_id|_missed|_started_at|_tainted|_channel|_trust|_worker_id|_country|_region|_city|_ip|word_or_shortphrase|instruction|tweet|tweet_no|tweet_no_rt|type_of_message|type_of_messageconfidence|word_or_shortphrase_gold
52|240632767|1/3/2013 08:32:06|True|798031425||1/3/2013 08:29:24|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|nyc transit|names a structure, road, service, line, etc. that is not working or has been damaged|RT @nytimes: Full details on which NYC transit is restored and which continues to be suspended via @mattfleg http://t.co/3A7jh9wp|4025|Full details on which NYC transit is restored and which continues to be suspended via @mattfleg http://t.co/3A7jh9wp|Informative: damage (building, road, lines, etc.)|1.0|"NYC transit
transit
Full details on which NYC transit is restored
NYC transit
NYC transit is restored"
53|240632767|1/3/2013 09:48:14|True|798178981||1/3/2013 09:45:39|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|NYC transit|names a structure, road, service, line, etc. that is not working or has been damaged|RT @nytimes: Full details on which NYC transit is restored and which continues to be suspended via @mattfleg http://t.co/3A7jh9wp|4025|Full details on which NYC transit is restored and which continues to be suspended via @mattfleg http://t.co/3A7jh9wp|Informative: damage (building, road, lines, etc.)|1.0|"NYC transit
transit
Full details on which NYC transit is restored
NYC transit
NYC transit is restored"
54|240632767|1/3/2013 10:12:34|True|798210103||1/3/2013 10:09:57|False|amt|1.0|15106077|USA|MN|Duluth|71.13.44.136|NYC transit|names a structure, road, service, line, etc. that is not working or has been damaged|RT @nytimes: Full details on which NYC transit is restored and which continues to be suspended via @mattfleg http://t.co/3A7jh9wp|4025|Full details on which NYC transit is restored and which continues to be suspended via @mattfleg http://t.co/3A7jh9wp|Informative: damage (building, road, lines, etc.)|1.0|"NYC transit
transit
Full details on which NYC transit is restored
NYC transit
NYC transit is restored"
55|240632767|1/3/2013 10:35:06|True|798231158|True|1/3/2013 10:29:52|False|cbf|0.8|8370314|USA|VA|Richmond|71.197.14.226|NYC transit is restored and which continues to be suspended|names a structure, road, service, line, etc. that is not working or has been damaged|RT @nytimes: Full details on which NYC transit is restored and which continues to be suspended via @mattfleg http://t.co/3A7jh9wp|4025|Full details on which NYC transit is restored and which continues to be suspended via @mattfleg http://t.co/3A7jh9wp|Informative: damage (building, road, lines, etc.)|1.0|"NYC transit
transit
Full details on which NYC transit is restored
NYC transit
NYC transit is restored"
57|240632769|1/2/2013 15:04:38|True|797144262||1/2/2013 15:03:27|False|amt|1.0|5112203|USA|MD|Baltimore|72.81.233.17|65|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
58|240632769|1/2/2013 18:05:15|True|797261859|True|1/2/2013 18:02:12|False|instagc|0.8571|13905521|USA|GA|Statesboro|209.221.52.48|none|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
59|240632769|1/2/2013 18:05:35|True|797262107||1/2/2013 18:03:46|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|65 victims|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
60|240632769|1/2/2013 18:09:46|True|797264699||1/2/2013 18:07:26|False|golddiggergpt|0.9286|15038871|USA|FL|Port Richey|68.200.93.250|65 victims|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
61|240632769|1/2/2013 18:13:59|True|797267979|True|1/2/2013 18:12:43|False|instagc|0.8|14991354|USA|CA|Cerritos|97.93.52.198|ost their lives because|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
62|240632769|1/2/2013 18:15:46|True|797269145||1/2/2013 18:14:06|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|65 victims who lost their lives|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
63|240632769|1/2/2013 18:23:41|True|797274691||1/2/2013 18:21:09|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|65 victims who lost their lives|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
64|240632769|1/2/2013 18:36:41|True|797285648||1/2/2013 18:33:02|False|instagc|1.0|13629891|USA|NC|Gastonia|24.136.157.247|65 victims|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
65|240632769|1/2/2013 18:37:03|True|797285862||1/2/2013 18:31:33|False|instagc|1.0|14395853|USA|WA|Puyallup|50.132.104.154|65 victims|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
66|240632769|1/3/2013 09:42:34|True|798169179||1/3/2013 09:38:25|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|65 victims|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
67|240632769|1/3/2013 10:34:52|True|798230854||1/3/2013 10:32:27|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|65 victims|indicates who has (or how many people have) been injured or dead|RT @realsandycane: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|65261|R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect.|Informative: casualties (people injured or dead)|0.6331|"65
65 victims
65 victims who lost their lives
65 victims
65 victims who lost their lives because of Hurricane Sandy
65
65 victims
65 victims who lost their lives
R.I.P to the 65 victims
65 victims who lost their lives because of Hurricane Sandy
65"
68|240632770|1/2/2013 15:05:27|False|797144700||1/2/2013 15:01:02|False|instagc|0.75|14452255|USA|AL|Elmore|68.207.200.230|Red Hook Dumbo and Gowanus|names a structure, road, service, line, etc. that is not working or has been damaged|Camera Obscura: Surveying Sandy's Damage in Red Hook Dumbo and Gowanus: Welcome back to Camera Obscura Curbed... http://t.co/g3wLSUPn|41803|Camera Obscura: Surveying Sandy's Damage in Red Hook Dumbo and Gowanus: Welcome back to Camera Obscura Curbed... http://t.co/g3wLSUPn|Informative: damage (building, road, lines, etc.)|0.7415|
69|240632770|1/2/2013 15:06:13|False|797145158||1/2/2013 15:03:16|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|Damage in Red Hook Dumbo and Gowanus|names a structure, road, service, line, etc. that is not working or has been damaged|Camera Obscura: Surveying Sandy's Damage in Red Hook Dumbo and Gowanus: Welcome back to Camera Obscura Curbed... http://t.co/g3wLSUPn|41803|Camera Obscura: Surveying Sandy's Damage in Red Hook Dumbo and Gowanus: Welcome back to Camera Obscura Curbed... http://t.co/g3wLSUPn|Informative: damage (building, road, lines, etc.)|0.7415|
