|sentence|appeal-code
675|According to government indicators, 89 per cent of the population report some type of unmet basic need; furthermore, only 30 per cent have access to education, housing conditions continue to be very precarious (especially for relocated communities that will not be returning to their lands), health services are scarce and do not provide full coverage, and animal husbandry, farming and fishing practices remain at a subsistence level.|MDRAR015
735|In Burkina Faso, heavy rainfall, which started in June and continued until 23 July 2016 led to widespread flooding across four of the 13 regions in the country.|MDRBF013
736|It has been estimated that up to 10,260 people were affected, with ten injures and four deaths reported.|MDRBF013
737|Initial response and support were provided by the government that was however, overwhelmed with the continued rains.|MDRBF013
738|The latest areas to be affected on 18 23 July were in Ouagadougou, Kadiogo Province, in the centre region of Burkina Faso, with floods which affected 929 families (4,235 people) in six administrative districts.|MDRBF013
739|It was reported to be as severe as the floods that affected the capital in 2009, which was the worst in the city`s history.|MDRBF013
740|Flood waters washed away people`s belongings, destroyed food stocks, savings, livestock and petty trade materials, while houses were completely or partially destroyed, latrines inundated and water sources contaminated.|MDRBF013
741|Most of the affected population sought shelter in schools, where the hygiene conditions were precarious, and conducive to the outbreak of cholera epidemics and other waterborne diseases.|MDRBF013
742|During the initial assessment of the humanitarian needs of the affected people, cases of diarrhoea among children were reported.|MDRBF013
743|On 5 August 2016, the International Federation of Red Cross and Red Crescent Societies (IFRC) released CHF 194,005 from the Disaster Relief & Emergency Fund (DREF) to support the Burkinabe Red Cross Society (BRCS) to respond to the needs of the flood affected population.|MDRBF013
744|The DREF operation was intended to provide 4,235 people (929 families) across a range of sectors (relief, shelter, as well as water, sanitation and hygiene promotion), over a period of three months.|MDRBF013
745|One month before the operation ended a request to revise the DREF and extend the operational timeframe by one month was introduced.|MDRBF013
746|However, the request was not granted.|MDRBF013
747|It is worth explaining here that the extension would have enabled the assistance of additional communities also affected by the floods but not considered during the first needs assessment conducted at the onset of the operation.|MDRBF013
748|Indeed, a second field needs assessment conducted in Kadiogo Province had revealed that the needs of additional families needed to be taken in charge.|MDRBF013
749|As for the budget its revision would have had allowed to take into account donations to the operation.|MDRBF013
750|Indeed, the Sahel Country Cluster had stock in Dakar which needed to be liquidated and was donated to the operation at no cost.|MDRBF013
751|This DREF has been replenished by Belgian Red Cross and the Belgian Government.|MDRBF013
752|The major donors and partners of the DREF include the Red Cross Societies and governments of Australia, Austria, Belgium, Canada, Denmark, Ireland, Italy, Japan, Luxembourg, Monaco, the Netherlands, Norway, Spain, Sweden and the USA, as well as DG ECHO, the UK Department for International Development (DFID) the Medtronic, Zurich and Coca Cola Foundations and other corporate and private donors.|MDRBF013
753|The IFRC, on behalf of the Burkinabe Red Cross Society would like to extend many thanks to all partners for their generous contributions.|MDRBF013
785|This situation negatively affects the physical condition of animals and the availability of their products.|MDRBF014
786|Analysis of the current and projected food situation from August to September shows the province (Oudalan) in a food crisis situation (phase 3).|MDRBF014
787|Furthermore, the heavy rainfall recorded late July in the province of Oudalan, plunged hundreds of people into disarray and left deep traces.|MDRBF014
788|This situation indicates that there have been two casualties.|MDRBF014
789|Approximately 882 people (117 households) were displaced, 85 houses and 47 Latrines destroyed, 101 small ruminants washed away, eight donkeys reported missing, 18 mattresses washed away, unusable sleeping facilities, kitchen utensils destroyed and washed away.|MDRBF014
790|The victims from the affected locations are relocated to foster families whose capacity of welcoming more relatives remain inadequate.|MDRBF014
791|To alleviate the suffering, the Burkina Faso Red Cross, with the support of the Spanish Red Cross, organized a non-food items distribution to 112 households.|MDRBF014
792|These non-food items (NFIs) consisted mainly of mats, blankets, cooking utensils, tarpaulins, jerry cans, buckets, soap, sanitary towels for women.|MDRBF014
793|Problems related to water, hygiene, sanitation, and habitat remain.|MDRBF014
794|Currently, with the lean season, some provinces of the country observe a deterioration in food and nutritional security and depletion of food stocks.|MDRBF014
795|Population displacement and insecurity aggravate the severity of food insecurity, resulting in an increased number of people in crisis and emergency situations.|MDRBF014
796|This is the case of households affected in the province of Oudalan.|MDRBF014
797|According to the country's Burkina Faso harmonized framework, 257,238 people are expected to be food and nutrition insecure in nine regions.|MDRBF014
798|In relation to this, the National Society has targeted 10 percent (25,723 people affected) of these food-insecure people for assistance, during the lean period from July to September 2017.|MDRBF014
799|The Emergency Fund (DREF) targets 8,452 people (part of 25,723) for direct food assistance during September, which represents 33 percent of the total target.|MDRBF014
800|While the DREF will help respond to the emergency, further funding is sought to attend the needs of the total target of 25,723 people.|MDRBF014
801|This emergency fund was requested to respond to the identified emergency pocket and lay the groundwork to develop a four-year program through more in-depth assessments and sound planning.|MDRBF014
802|While implementing the emergency response through this DREF, other funding mechanisms are considered to ensure continuity of the longer-term support which would be based on a preparedness and resilience approach.|MDRBF014
803|The long-term program will be integrated into the IFRC planning program.|MDRBF014
804|In fact, the Burkina Faso Red Cross is in line with the dynamics of the Movement's partners (IFRC, ICRC) and other partners in the Food Security cluster to provide an emergency response to households suffering from food and nutrition insecurity on the one hand and to strengthen the resilience of vulnerable households and the capacity of national actors to cope with shocks.|MDRBF014
